Name,Nationality,Team,Position,Age,Games,Games_starts,Minutes,Goals,Assists,Cards_yellow,Cards_red,Xg,Xg_assist,Progressive_carries,Progressive_passes,Progressive_passes_received,Goals_per90,Assists_per90,Xg_per90,Xg_assist_per90,Gk_goals_against_per90,Gk_save_pct,Gk_clean_sheet_pct,Gk_pens_save_pct,Shots_on_target_pct,Shots_per90,Goals_per_shot,Average_shot_distance,Passes_completed,Passes_pct,Passes_total_distance,Passes_pct_short,Passes_pct_medium,Passes_pct_long,Assisted_shots,Passes_into_final_third,Passes_into_penalty_area,Crosses_into_penalty_area,Progressive_passes,Sca,Sca_per90,Gca,Gca_per90,Tackles,Tackles_won,Challenge_tackles,Challenges_lost,Blocks,Blocked_shots,Blocked_passes,Interceptions,Touches,Touches_def_pen_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_pen_area,Take_ons,Take_ons_won_pct,Take_ons_tackled_pct,Carries,Carries_progressive_distance,Progressive_carries,Carries_into_final_third,Carries_into_penalty_area,Miscontrols,Dispossessed,Passes_received,Progressive_passes_received,Fouls,Fouled,Offsides,Crosses,Ball_recoveries,Aerials_won,Aerials_lost,Aerials_won_pct
Diogo Jota,PT,Liverpool,FW,28-152,24,14,1154,6,3,2,0,7.5,1.8,36,33,86,0.47,0.23,0.59,0.14,N/a,N/a,N/a,N/a,27.1,3.74,0.13,12.3,205,69.7,3120,76.2,75.0,61.9,11,29,3,1,33,35,2.73,9,0.7,14,8,7,12,9,0,9,7,459,5,30,190,246,93,32,34.4,59.4,251,754,36,21,20,37,22,317,86,22,14,1,8,40,22,30,42.3
James Justin,ENG,Leicester City,DF,27-071,33,31,2669,2,1,5,0,1.5,0.6,39,87,92,0.07,0.03,0.05,0.02,N/a,N/a,N/a,N/a,25.0,0.81,0.08,16.0,1093,77.8,16878,86.8,84.3,34.9,13,74,21,7,87,31,1.05,1,0.03,49,29,28,23,41,14,27,44,1775,134,616,804,365,37,30,30.0,43.3,797,1672,39,25,4,31,13,989,92,23,37,2,53,79,61,48,56.0
Filip Jørgensen,DK,Chelsea,GK,23-019,6,6,540,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.5,71.4,N/a,0.0,N/a,0.0,N/a,N/a,158,83.6,2843,100.0,97.5,27.5,0,1,0,0,0,1,0.17,0,0.0,0,0,0,0,0,0,0,0,202,174,201,1,0,0,0,N/a,N/a,145,423,0,0,0,0,0,139,0,1,1,0,0,5,0,0,N/a
Ferdi Kadioglu,TR,Brighton,DFMF,25-210,6,5,385,1,0,1,0,0.4,0.2,1,15,27,0.23,0.0,0.1,0.04,N/a,N/a,N/a,N/a,25.0,0.94,0.25,15.1,144,82.3,2372,89.0,82.4,64.3,5,10,9,4,15,13,3.03,2,0.47,10,6,6,9,2,2,0,8,231,13,71,91,72,9,7,42.9,42.9,124,183,1,0,0,6,2,144,27,5,3,1,9,14,3,1,75.0
Daichi Kamada,JP,Crystal Palace,MF,28-273,30,13,1338,0,0,3,1,1.0,1.8,23,73,52,0.0,0.0,0.07,0.12,N/a,N/a,N/a,N/a,23.5,1.14,0.0,19.4,511,79.5,8122,87.9,82.0,55.1,19,39,13,2,73,46,3.09,3,0.2,43,25,12,25,19,4,15,16,804,18,172,420,217,28,13,30.8,53.8,403,949,23,17,4,13,18,518,52,25,17,2,27,67,3,12,20.0
Boubacar Kamara,FR,Aston Villa,MF,25-163,23,17,1463,0,0,2,0,0.4,0.9,16,74,7,0.0,0.0,0.02,0.05,N/a,N/a,N/a,N/a,14.3,0.43,0.0,21.1,738,89.2,11638,93.4,91.8,54.4,10,82,8,0,74,24,1.48,2,0.12,49,20,28,26,17,7,10,17,991,92,308,572,118,8,24,33.3,33.3,517,1121,16,11,1,10,15,673,7,25,28,0,1,73,17,23,42.5
Michael Kayode,IT,Brentford,DF,20-299,9,3,291,0,1,1,0,0.1,1.0,8,5,16,0.0,0.31,0.02,0.3,N/a,N/a,N/a,N/a,0.0,0.31,0.0,18.5,95,73.6,1690,84.0,75.4,43.8,4,5,1,1,5,10,3.09,3,0.93,13,8,7,0,0,0,0,4,171,15,66,53,55,10,12,58.3,33.3,72,269,8,4,3,8,2,70,16,5,2,0,7,22,2,1,66.7
Michael Keane,ENG,Everton,DF,32-114,11,9,852,2,0,5,0,0.4,0.1,1,12,3,0.21,0.0,0.05,0.01,N/a,N/a,N/a,N/a,37.5,0.85,0.25,14.8,258,81.6,5895,88.5,90.3,75.3,2,17,0,0,12,6,0.63,0,0.0,10,7,7,6,11,7,4,10,426,85,241,169,18,14,1,0.0,100.0,189,236,1,1,0,1,2,240,3,9,0,0,1,24,20,14,58.8
Caoimhín Kelleher,IE,Liverpool,GK,26-163,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.2,67.6,N/a,100.0,N/a,0.0,N/a,N/a,289,75.7,6252,100.0,100.0,31.9,0,6,0,0,0,3,0.3,1,0.1,0,0,0,0,0,0,0,0,398,286,396,2,0,0,1,100.0,0.0,290,616,0,0,0,1,0,275,0,0,3,0,0,18,1,0,100.0
Lloyd Kelly,ENG,Newcastle Utd,DF,26-211,10,4,303,0,1,2,0,0.4,0.5,0,9,5,0.0,0.3,0.12,0.14,N/a,N/a,N/a,N/a,0.0,0.89,0.0,7.3,146,80.7,2636,87.7,89.7,41.7,2,6,1,1,9,2,0.59,1,0.3,5,4,1,0,6,4,2,1,215,26,105,94,19,4,3,66.7,33.3,120,202,0,2,0,3,2,129,5,5,5,1,1,19,6,2,75.0
Milos Kerkez,HU,Bournemouth,DF,21-179,35,35,3077,2,5,4,0,0.5,3.7,96,144,169,0.06,0.15,0.02,0.11,N/a,N/a,N/a,N/a,29.4,0.5,0.12,20.4,1215,75.2,18976,89.4,77.4,37.4,32,80,36,23,144,76,2.22,9,0.26,50,26,23,14,36,11,25,42,1975,105,512,832,654,58,44,45.5,31.8,986,3394,96,67,15,45,19,1073,169,28,45,1,125,156,25,47,34.7
Bilal El Khannouss,MA,Leicester City,MF,20-360,30,25,2003,2,3,4,0,1.1,4.1,71,119,83,0.09,0.13,0.05,0.18,N/a,N/a,N/a,N/a,21.4,1.26,0.07,22.3,735,75.2,13072,86.1,80.6,57.0,36,83,28,6,119,66,2.97,5,0.22,46,26,15,13,21,4,17,6,1172,17,166,602,416,33,53,56.6,37.7,679,1949,71,42,12,36,36,788,83,28,11,1,83,84,19,20,48.7
Abdukodir Khusanov,UZ,Manchester City,DF,21-065,6,6,503,0,0,1,0,0.0,0.1,1,25,2,0.0,0.0,0.0,0.02,N/a,N/a,N/a,N/a,0.0,0.18,0.0,23.9,360,91.1,6126,94.7,97.0,26.1,2,23,0,0,25,5,0.89,0,0.0,5,4,2,1,5,4,1,3,445,45,205,211,31,1,2,0.0,100.0,274,435,1,1,0,2,1,332,2,3,3,0,1,27,6,4,60.0
Max Kilman,ENG,West Ham,DF,27-347,35,35,3078,0,1,4,0,1.4,1.2,29,107,6,0.0,0.03,0.04,0.03,N/a,N/a,N/a,N/a,16.7,0.35,0.0,8.8,1548,86.6,29962,91.8,92.7,58.0,16,102,4,0,107,29,0.85,3,0.09,33,20,21,4,55,37,18,38,2176,434,1208,879,105,31,20,70.0,10.0,1151,2956,29,13,2,16,3,1441,6,21,13,2,3,138,105,50,67.7
Antonín Kinský,CZ,Tottenham,GK,22-053,4,4,360,0,0,0,0,0.0,0.1,1,1,0,0.0,0.0,0.0,0.02,1.75,56.3,N/a,N/a,N/a,0.0,N/a,N/a,116,80.0,2699,100.0,96.1,47.9,1,2,0,0,1,1,0.25,0,0.0,3,1,1,0,0,0,0,0,156,134,154,2,0,0,0,N/a,N/a,97,267,1,0,0,0,0,98,0,0,0,0,0,4,2,0,100.0
Jakub Kiwior,PL,Arsenal,DF,25-079,14,7,852,1,0,0,0,0.2,0.3,5,36,0,0.11,0.0,0.02,0.03,N/a,N/a,N/a,N/a,33.3,0.32,0.33,18.5,532,90.9,9250,94.6,95.1,53.5,3,47,3,0,36,6,0.63,0,0.0,13,7,8,3,8,5,3,3,657,66,213,391,53,4,4,75.0,25.0,376,848,5,5,1,3,1,500,0,8,3,1,1,19,8,7,53.3
Justin Kluivert,NL,Bournemouth,MFFW,26-000,31,27,2161,12,6,8,0,10.0,4.8,74,95,153,0.5,0.25,0.42,0.2,N/a,N/a,N/a,N/a,41.5,2.21,0.11,20.4,533,74.3,8212,83.6,76.7,53.1,45,41,32,6,95,95,3.95,11,0.46,21,9,4,17,24,0,24,13,996,23,93,342,581,115,82,40.2,47.6,594,2161,74,52,34,50,26,653,153,42,29,5,80,73,7,25,21.9
Ibrahima Konaté,FR,Liverpool,DF,25-345,28,27,2320,1,2,5,0,1.7,1.0,21,103,3,0.04,0.08,0.07,0.04,N/a,N/a,N/a,N/a,16.7,0.7,0.06,10.5,1581,90.3,29259,93.7,95.1,55.7,10,125,8,0,103,30,1.16,7,0.27,36,25,24,10,27,15,12,12,2005,211,854,1047,110,22,4,50.0,25.0,1184,3160,21,13,0,8,2,1454,3,26,18,0,0,86,72,28,72.0
Ezri Konsa,ENG,Aston Villa,DF,27-194,31,30,2666,1,0,0,0,0.9,0.4,17,77,11,0.03,0.0,0.03,0.01,N/a,N/a,N/a,N/a,33.3,0.3,0.11,9.1,1425,92.8,23907,96.4,95.7,65.5,5,95,1,0,77,23,0.78,3,0.1,32,17,18,4,18,10,8,21,1756,224,826,839,100,20,18,44.4,38.9,1021,2561,17,12,2,17,10,1223,11,6,42,0,5,89,31,22,58.5
Armel Bella Kotchap,DE,Southampton,DF,23-145,4,2,331,0,0,0,0,0.3,0.0,0,5,0,0.0,0.0,0.09,0.0,N/a,N/a,N/a,N/a,0.0,0.27,0.0,9.1,202,90.2,3829,98.5,96.7,55.2,0,6,0,0,5,2,0.54,0,0.0,7,5,3,3,2,2,0,5,263,33,147,115,3,1,1,0.0,100.0,186,326,0,0,0,1,0,192,0,3,2,0,0,19,6,5,54.5
Mateo Kovačić,HR,Manchester City,MF,30-364,29,23,2049,6,1,5,0,1.7,3.6,52,149,15,0.26,0.04,0.08,0.16,N/a,N/a,N/a,N/a,29.3,1.8,0.15,22.5,1604,92.6,24956,95.1,95.7,64.3,29,189,28,0,149,63,2.77,6,0.26,67,38,30,33,20,0,20,20,1959,51,287,1126,567,16,39,51.3,28.2,1332,3573,52,73,3,19,29,1590,15,23,23,0,0,110,9,8,52.9
Emil Krafth,SE,Newcastle Utd,DF,30-276,10,2,289,0,0,0,0,0.0,0.1,3,7,1,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,0.0,0.31,0.0,14.6,104,80.0,1661,81.7,86.8,50.0,1,6,0,0,7,3,0.93,0,0.0,4,2,2,1,5,4,1,2,164,30,87,59,19,4,1,0.0,100.0,72,133,3,3,0,2,2,85,1,3,1,0,1,17,5,7,41.7
Victor Bernth Kristiansen,DK,Leicester City,DF,22-140,28,28,2380,0,1,1,0,0.3,1.4,39,69,75,0.0,0.04,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.11,0.0,17.7,1007,77.6,16181,89.6,80.1,41.4,18,74,23,18,69,41,1.55,3,0.11,85,50,47,40,37,14,23,40,1581,113,564,711,319,15,17,47.1,47.1,800,1806,39,25,5,13,12,872,75,17,17,3,96,97,19,42,31.1
Mohammed Kudus,GH,West Ham,FWMF,24-276,29,29,2421,4,2,2,1,6.6,2.5,93,76,201,0.15,0.07,0.24,0.09,N/a,N/a,N/a,N/a,29.4,2.53,0.06,15.7,659,83.5,10770,90.2,89.1,67.9,29,44,27,13,76,101,3.76,7,0.26,35,21,10,17,24,1,23,4,1176,12,159,486,572,117,194,44.8,45.9,770,2401,93,56,39,70,89,916,201,36,60,18,74,128,10,38,20.8
Dejan Kulusevski,SE,Tottenham,MFFW,25-010,31,26,2371,7,4,3,0,4.2,6.2,120,123,210,0.27,0.15,0.16,0.24,N/a,N/a,N/a,N/a,37.0,1.75,0.15,14.8,656,73.6,9184,86.2,78.0,40.5,65,62,52,6,123,127,4.82,9,0.34,45,23,19,32,34,5,29,13,1272,24,149,430,717,157,117,32.5,60.7,821,3206,120,67,40,77,73,894,210,47,38,5,89,119,10,15,40.0
Maxence Lacroix,FR,Crystal Palace,DF,25-029,31,31,2756,1,1,5,0,2.8,0.8,8,59,7,0.03,0.03,0.09,0.02,N/a,N/a,N/a,N/a,20.0,0.82,0.04,11.8,1093,81.9,22521,85.3,90.9,55.3,6,66,2,1,59,26,0.85,4,0.13,67,40,32,15,41,16,25,50,1737,314,1060,612,72,36,13,61.5,23.1,931,1946,8,4,0,21,3,1024,7,31,18,1,6,121,54,44,55.1
Adam Lallana,ENG,Southampton,MF,36-360,14,5,361,0,2,4,0,0.2,0.9,6,24,10,0.0,0.5,0.04,0.23,N/a,N/a,N/a,N/a,0.0,0.75,0.0,18.1,221,85.0,2891,89.1,91.0,44.4,4,21,9,3,24,9,2.24,2,0.5,8,5,2,10,4,1,3,5,318,19,91,155,73,6,12,41.7,41.7,178,366,6,8,0,10,6,245,10,8,8,0,4,19,2,2,50.0
Tariq Lamptey,GH,Brighton,DF,24-217,14,9,802,2,2,0,0,0.4,0.8,28,12,43,0.22,0.22,0.04,0.09,N/a,N/a,N/a,N/a,33.3,0.67,0.33,18.5,318,81.5,4930,93.0,79.6,48.6,5,11,5,4,12,16,1.79,3,0.34,14,10,7,15,14,7,7,6,502,27,151,211,143,11,28,32.1,57.1,272,918,28,13,3,9,4,281,43,13,10,0,25,36,1,13,7.1
Jørgen Strand Larsen,NO,Wolves,FW,25-088,32,29,2463,13,2,4,0,10.0,2.4,16,28,106,0.48,0.07,0.37,0.09,N/a,N/a,N/a,N/a,60.4,1.94,0.25,11.4,272,63.1,3547,70.5,63.2,70.0,19,18,4,1,28,40,1.46,5,0.18,9,6,4,23,18,4,14,5,695,34,83,329,284,104,17,41.2,58.8,328,446,16,13,9,88,32,507,106,46,18,14,6,42,66,96,40.7
Roméo Lavia,BE,Chelsea,MF,21-119,13,10,684,0,1,4,0,0.2,0.7,3,24,7,0.0,0.13,0.02,0.1,N/a,N/a,N/a,N/a,0.0,0.13,0.0,16.0,325,91.3,5492,90.7,95.1,81.8,7,42,3,0,24,13,1.71,2,0.26,21,13,9,10,6,0,6,14,416,15,96,266,60,1,13,61.5,38.5,248,481,3,8,0,1,7,298,7,13,5,0,0,35,10,2,83.3
Mario Lemina,GA,Wolves,MFDF,31-246,17,15,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,N/a,N/a,N/a,N/a,27.8,1.19,0.06,21.9,493,80.4,9479,85.0,87.7,61.1,10,43,13,4,48,26,1.71,5,0.33,51,31,20,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,8,12,2,21,11,482,21,17,8,4,10,73,25,16,61.0
Bernd Leno,DE,Fulham,GK,33-062,35,35,3150,0,1,4,0,0.0,0.1,0,0,0,0.0,0.03,0.0,0.0,1.34,68.3,N/a,0.0,N/a,0.0,N/a,N/a,1060,81.5,25878,99.5,98.9,47.5,2,16,2,0,0,5,0.14,2,0.06,2,2,2,0,1,0,1,0,1364,1097,1354,10,0,0,0,N/a,N/a,892,2023,0,0,0,0,0,799,0,0,3,0,0,48,9,0,100.0
Jefferson Lerma,CO,Crystal Palace,MFDF,30-192,29,23,2030,0,1,8,0,1.0,1.5,11,86,24,0.0,0.04,0.04,0.06,N/a,N/a,N/a,N/a,29.2,1.06,0.0,19.4,775,75.5,13637,86.8,81.3,46.7,9,83,17,2,86,42,1.86,3,0.13,30,15,17,16,32,15,17,36,1269,95,403,653,223,26,12,50.0,33.3,596,1004,11,10,0,14,15,745,24,34,35,0,11,139,39,38,50.6
Rico Lewis,ENG,Manchester City,DFMF,20-165,27,20,1818,1,2,5,1,1.4,0.3,36,104,68,0.05,0.1,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.5,0.1,15.8,1143,92.0,16487,94.8,94.2,68.3,7,92,14,0,104,31,1.54,3,0.15,29,19,13,8,28,7,21,13,1404,51,286,707,427,42,21,42.9,52.4,816,2034,36,38,8,19,19,1005,68,11,33,0,3,94,5,13,27.8
Keane Lewis-Potter,ENG,Brentford,DFFW,24-072,35,33,2839,1,3,6,0,2.6,3.0,92,90,144,0.03,0.1,0.08,0.1,N/a,N/a,N/a,N/a,51.9,0.86,0.04,20.5,900,77.3,14851,89.6,79.4,48.8,23,61,41,14,90,67,2.12,8,0.25,44,26,26,18,24,9,15,19,1473,94,450,573,469,69,97,40.2,50.5,783,2971,92,63,34,43,19,878,144,16,29,4,71,136,26,34,43.3
Myles Lewis-Skelly,ENG,Arsenal,DF,18-221,20,13,1168,1,0,2,2,0.1,0.4,32,62,33,0.08,0.0,0.01,0.03,N/a,N/a,N/a,N/a,50.0,0.15,0.5,14.3,604,90.7,8962,95.8,90.3,65.0,7,55,8,1,62,24,1.85,0,0.0,22,14,10,0,2,1,1,6,775,20,138,426,225,14,26,46.2,34.6,443,1473,32,23,5,11,8,529,33,10,38,0,8,45,8,10,44.4
Matthijs de Ligt,NL,Manchester Utd,DF,25-266,29,25,2123,2,0,3,0,2.5,0.3,7,55,6,0.08,0.0,0.1,0.01,N/a,N/a,N/a,N/a,50.0,0.76,0.11,7.9,1241,89.9,21810,94.2,94.4,49.1,6,63,2,1,55,14,0.59,1,0.04,30,22,23,9,29,21,8,33,1608,184,828,731,56,29,4,50.0,50.0,1078,2225,7,3,0,5,3,1158,6,16,12,2,6,68,58,29,66.7
Victor Lindelöf,SE,Manchester Utd,DF,30-292,13,4,485,0,0,1,0,0.0,0.1,1,10,1,0.0,0.0,0.0,0.01,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,205,93.2,3326,92.3,96.5,66.7,3,7,2,1,10,4,0.75,0,0.0,5,1,2,1,4,2,2,7,276,41,161,106,9,3,0,N/a,N/a,148,282,1,1,0,1,0,181,1,7,1,0,1,12,10,13,43.5
Jesper Lindstrøm,DK,Everton,FW,25-065,25,15,1239,0,1,2,0,2.1,2.0,30,25,81,0.0,0.07,0.15,0.15,N/a,N/a,N/a,N/a,35.7,2.03,0.0,21.0,297,69.4,4593,86.2,65.7,44.6,19,18,12,7,25,46,3.35,1,0.07,45,25,19,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,30,19,7,31,24,347,81,15,10,1,71,70,6,12,33.3
Valentino Livramento,ENG,Newcastle Utd,DF,22-174,34,29,2570,0,1,1,0,0.2,2.3,73,144,98,0.0,0.04,0.01,0.08,N/a,N/a,N/a,N/a,20.0,0.18,0.0,20.6,1278,85.0,18914,90.6,86.3,57.0,21,98,24,5,144,39,1.37,2,0.07,52,34,30,26,34,10,24,21,1796,108,572,822,427,33,48,43.8,41.7,935,2984,73,39,11,26,34,1041,98,6,34,2,45,173,23,31,42.6
Sean Longstaff,ENG,Newcastle Utd,MF,27-187,24,8,797,0,0,2,0,0.6,0.2,4,40,22,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.68,0.0,13.5,294,84.5,4403,87.0,92.5,68.2,4,26,1,0,40,14,1.58,2,0.23,27,16,18,9,17,5,12,7,433,23,122,193,121,21,7,28.6,57.1,248,429,4,10,2,9,7,308,22,9,6,0,5,31,7,7,50.0
Saša Lukić,RS,Fulham,MF,28-265,28,26,2169,0,2,12,0,1.2,2.6,37,92,29,0.0,0.08,0.05,0.11,N/a,N/a,N/a,N/a,11.8,0.71,0.0,20.1,1027,87.7,17364,91.9,92.0,70.3,23,97,15,6,92,50,2.08,3,0.12,66,37,21,32,19,7,12,26,1394,50,303,797,307,18,17,47.1,29.4,775,2083,37,39,4,22,8,897,29,62,26,0,55,107,18,24,42.9
Joe Lumley,ENG,Southampton,GK,30-079,3,3,270,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.33,65.0,N/a,N/a,N/a,0.0,N/a,N/a,106,70.2,2342,95.5,91.3,35.6,0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,164,116,161,3,0,0,0,N/a,N/a,103,296,0,0,0,0,0,108,0,0,0,0,0,2,2,1,66.7
Massimo Luongo,AU,Ipswich Town,MF,32-222,9,2,196,0,0,0,0,0.0,0.0,0,5,1,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,43,75.4,613,90.0,68.8,42.9,0,1,0,0,5,0,0.0,0,0.0,8,5,4,3,4,2,2,2,77,9,33,25,19,1,0,N/a,N/a,40,25,0,0,0,2,3,44,1,1,2,0,1,10,1,0,100.0
Ian Maatsen,NL,Aston Villa,DF,23-056,26,8,957,1,2,2,0,0.8,2.7,27,40,91,0.09,0.19,0.07,0.25,N/a,N/a,N/a,N/a,29.4,1.6,0.06,22.3,530,81.8,8558,88.4,86.5,54.3,18,20,15,3,40,49,4.6,7,0.66,27,15,16,6,11,0,11,15,797,47,216,294,297,41,23,47.8,52.2,429,1037,27,15,11,20,21,486,91,9,9,3,48,61,8,6,57.1
James Maddison,ENG,Tottenham,MF,28-163,31,21,1809,9,7,6,0,5.8,4.2,45,164,95,0.45,0.35,0.29,0.21,N/a,N/a,N/a,N/a,43.6,1.94,0.23,16.7,1021,81.3,16664,90.9,86.2,46.3,41,123,32,5,164,95,4.73,18,0.9,31,19,9,20,15,4,11,12,1464,26,210,691,576,77,77,42.9,44.2,1026,2279,45,39,20,23,25,1125,95,32,64,4,98,76,5,7,41.7
Noni Madueke,ENG,Chelsea,FW,23-056,29,24,1813,7,3,3,0,9.1,4.0,142,66,212,0.35,0.15,0.45,0.2,N/a,N/a,N/a,N/a,39.0,3.82,0.09,14.4,474,77.6,6993,86.0,76.6,56.4,30,13,34,8,66,76,3.77,8,0.4,22,15,13,21,17,0,17,8,878,20,90,255,548,172,90,44.4,44.4,587,3159,142,46,87,43,24,676,212,20,24,5,58,72,10,16,38.5
Gabriel Magalhães,BR,Arsenal,DF,27-137,28,28,2363,3,1,4,0,2.6,0.9,10,126,11,0.11,0.04,0.1,0.03,N/a,N/a,N/a,N/a,22.7,0.84,0.14,9.5,1480,90.2,25788,96.9,94.2,53.9,13,145,8,0,126,35,1.33,6,0.23,25,15,12,4,42,29,13,16,1873,189,672,985,225,40,5,80.0,20.0,1116,2669,10,22,0,9,2,1366,11,19,19,0,9,63,53,37,58.9
Edmond-Paris Maghoma,ENG,Brentford,MFFW,23-362,8,0,119,0,0,0,0,0.1,0.1,4,13,4,0.0,0.0,0.09,0.08,N/a,N/a,N/a,N/a,0.0,0.76,0.0,23.8,76,90.5,1259,95.0,93.5,85.7,1,2,0,0,13,4,3.03,1,0.76,2,1,1,2,2,2,0,1,101,2,18,58,27,4,4,75.0,25.0,68,221,4,3,1,2,0,75,4,2,4,0,3,7,1,3,25.0
Harry Maguire,ENG,Manchester Utd,DF,32-061,24,17,1539,1,0,7,0,1.4,0.3,6,43,7,0.06,0.0,0.08,0.01,N/a,N/a,N/a,N/a,41.7,0.7,0.08,7.9,833,85.9,15479,91.8,90.6,57.1,6,43,3,0,43,17,0.99,0,0.0,26,13,13,5,14,12,2,37,1147,137,572,525,65,38,5,40.0,60.0,677,1673,6,7,3,7,2,739,7,17,9,1,3,57,52,22,70.3
Kobbie Mainoo,ENG,Manchester Utd,MF,20-016,22,18,1506,0,0,5,0,0.6,1.6,21,59,42,0.0,0.0,0.03,0.09,N/a,N/a,N/a,N/a,15.4,0.78,0.0,20.8,663,86.3,8794,92.1,87.6,70.7,14,46,9,0,59,30,1.79,2,0.12,42,25,22,14,16,2,14,19,980,24,183,555,251,33,49,46.9,49.0,602,1131,21,14,10,34,34,696,42,27,19,2,5,79,19,27,41.3
Tyrell Malacia,NL,Manchester Utd,DF,25-261,3,2,100,0,0,1,0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.03,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,49,89.1,642,93.9,92.9,100.0,1,7,1,0,3,2,1.8,0,0.0,2,1,1,1,0,0,0,1,62,2,20,27,15,0,1,100.0,0.0,37,118,3,2,0,1,2,43,6,3,2,0,1,3,0,0,N/a
Donyell Malen,NL,Aston Villa,FW,26-116,12,2,293,3,0,0,0,2.2,0.1,11,5,25,0.92,0.0,0.66,0.02,N/a,N/a,N/a,N/a,60.0,4.61,0.2,15.2,48,69.6,658,83.3,72.2,50.0,2,2,1,0,5,5,1.53,0,0.0,7,4,1,3,1,0,1,0,120,2,8,32,86,23,10,30.0,50.0,71,312,11,6,7,8,6,79,25,1,4,2,7,8,4,4,50.0
Orel Mangala,BE,Everton,MF,27-048,19,14,1261,1,0,2,0,1.1,0.6,6,34,19,0.07,0.0,0.08,0.05,N/a,N/a,N/a,N/a,37.5,1.14,0.06,22.1,437,89.2,6998,90.5,94.9,76.7,8,50,8,1,34,24,1.72,1,0.07,16,8,5,3,8,3,5,21,621,22,133,335,157,13,24,58.3,37.5,298,576,6,6,3,12,12,406,19,24,17,2,6,49,6,8,42.9
Ryan Manning,IE,Southampton,DFMF,28-325,23,18,1459,0,1,2,0,0.3,3.2,14,35,74,0.0,0.06,0.02,0.2,N/a,N/a,N/a,N/a,12.5,0.49,0.0,22.0,619,77.2,10360,92.2,80.9,44.4,34,33,12,8,35,50,3.08,3,0.18,28,17,14,12,20,11,9,17,965,70,258,396,321,22,36,30.6,44.4,482,977,14,13,4,17,5,572,74,19,32,0,84,65,15,5,75.0
Solly March,ENG,Brighton,FWMF,30-289,8,1,168,0,0,2,0,0.1,0.3,5,2,20,0.0,0.0,0.05,0.15,N/a,N/a,N/a,N/a,0.0,1.07,0.0,22.5,60,63.2,990,87.5,57.1,38.9,3,2,4,4,2,7,3.77,2,1.08,6,3,5,3,3,0,3,2,118,3,12,33,73,7,4,25.0,75.0,57,167,5,2,3,3,1,67,20,2,2,3,20,7,1,2,33.3
Omar Marmoush,EG,Manchester City,FWMF,26-087,13,12,998,6,0,0,0,4.8,1.7,21,29,68,0.54,0.0,0.43,0.15,N/a,N/a,N/a,N/a,42.1,3.43,0.16,18.0,203,78.1,2782,83.6,79.7,50.0,13,8,24,4,29,33,2.98,1,0.09,11,6,7,8,15,1,14,5,416,3,29,121,271,56,39,41.0,46.2,262,760,21,15,11,37,15,295,68,13,17,9,25,32,5,8,38.5
Gabriel Martinelli,BR,Arsenal,FWMF,23-321,30,22,2041,7,4,1,0,5.9,4.7,112,47,267,0.31,0.18,0.26,0.21,N/a,N/a,N/a,N/a,42.6,2.07,0.15,13.3,446,71.0,6480,83.5,69.8,49.0,37,11,32,13,47,66,2.91,6,0.26,20,15,7,16,10,0,10,4,889,15,87,229,586,168,106,30.2,54.7,597,2355,112,30,59,49,33,678,267,14,20,8,83,72,15,30,33.3
Emiliano Martínez,AR,Aston Villa,GK,32-245,34,34,2970,0,0,4,0,0.0,0.5,0,4,0,0.0,0.0,0.0,0.02,1.36,66.7,N/a,50.0,N/a,0.0,N/a,N/a,1018,79.1,26608,97.8,98.2,50.1,2,24,0,0,4,6,0.18,1,0.03,3,3,2,0,1,0,1,0,1348,1015,1329,19,0,0,1,100.0,0.0,820,2626,0,0,0,1,0,738,0,1,5,0,0,29,8,1,88.9
Lisandro Martínez,AR,Manchester Utd,DF,27-107,20,20,1751,2,1,7,0,1.3,1.1,23,117,7,0.1,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.87,0.12,15.9,1200,89.4,20292,94.2,93.0,55.2,9,91,18,2,117,26,1.34,2,0.1,40,24,21,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,23,2,1,3,1069,7,22,7,0,9,81,16,13,55.2
